unitid,contract,arank,"xempcoun",empcount,"xoutlays",outlays,"xsaverag",saverage
"182458","1","8",10,"1",40,"",40,""
"182458","1","9",10,"3",10,"141000",10,"47000"
"182458","1","10",10,"6",10,"197208",10,"32868"
"182458","1","13",10,"1",40,"",40,""
"182458","1","14",10,"11",40,"",30,""
"182458","1","15",10,"21",10,"937742",30,""
"182458","2","1",10,"4",10,"300000",10,"75000"
"182458","2","3",10,"1",40,"",40,""
"182458","2","7",10,"5",40,"",30,""
"182458","2","9",10,"1",40,"",40,""
"182458","2","14",10,"1",40,"",30,""
"182458","2","15",10,"6",40,"",30,""
"182500","1","1",10,"36",10,"2124116",10,"59003"
"182500","1","4",10,"17",10,"646899",10,"38053"
"182500","1","6",10,"4",10,"248290",10,"62072"
"182500","1","7",10,"57",10,"3019305",30,""
"182500","1","8",10,"27",10,"1647395",10,"61015"
"182500","1","11",10,"23",10,"944700",10,"41074"
"182500","1","13",10,"5",10,"284598",10,"56920"
"182500","1","14",10,"55",10,"2876693",30,""
"182500","1","15",10,"112",10,"5895998",30,""
"182500","2","1",10,"7",10,"357036",10,"51005"
"182500","2","4",10,"9",10,"354665",10,"39407"
"182500","2","6",10,"2",40,"",40,""
"182500","2","7",10,"18",40,"",30,""
"182500","2","8",10,"4",10,"230274",10,"57568"
"182500","2","11",10,"3",10,"114359",10,"38120"
"182500","2","13",10,"5",10,"241564",10,"48313"
"182500","2","14",10,"12",10,"586197",30,""
"182500","2","15",10,"30",40,"",30,""
"182564","1","1",10,"32",10,"1965340",10,"61417"
"182564","1","4",10,"10",10,"492806",10,"49281"
"182564","1","6",10,"2",40,"",40,""
"182564","1","7",10,"44",40,"",30,""
"182564","1","8",10,"22",10,"1277174",10,"58053"
"182564","1","11",10,"10",10,"443434",10,"44343"
"182564","1","13",10,"4",10,"225388",10,"56347"
"182564","1","14",10,"36",10,"1945996",30,""
"182564","1","15",10,"80",40,"",30,""
"182564","2","6",10,"1",40,"",40,""
"182564","2","7",10,"1",40,"",30,""
"182564","2","15",10,"1",40,"",30,""
"182634","1","1",10,"5",10,"295900",10,"59180"
"182634","1","2",10,"9",10,"433370",10,"48152"
"182634","1","3",10,"12",10,"479469",10,"39956"
"182634","1","7",10,"26",10,"1208739",30,""
"182634","1","8",10,"4",10,"223810",10,"55952"
"182634","1","9",10,"6",10,"284462",10,"47410"
"182634","1","10",10,"12",10,"479833",10,"39986"
"182634","1","14",10,"22",10,"988105",30,""
"182634","1","15",10,"48",10,"2196844",30,""
"182661","2","1",10,"7",10,"488814",10,"69831"
"182661","2","2",10,"2",40,"",40,""
"182661","2","3",10,"15",10,"690873",10,"46058"
"182661","2","4",10,"1",40,"",40,""
"182661","2","7",10,"25",10,"1324748",30,""
"182661","2","9",10,"3",10,"166673",10,"55558"
"182661","2","10",10,"3",10,"128664",10,"42888"
"182661","2","11",10,"2",40,"",40,""
"182661","2","14",10,"8",40,"",30,""
"182661","2","15",10,"33",40,"",30,""
"182670","1","1",10,"136",10,"15376200",10,"113060"
"182670","1","2",10,"68",10,"5314750",10,"78158"
"182670","1","3",10,"58",10,"3887400",10,"67024"
"182670","1","7",10,"262",10,"24578350",30,""
"182670","1","8",10,"40",10,"3822500",10,"95562"
"182670","1","9",10,"53",10,"3972450",10,"74952"
"182670","1","10",10,"39",10,"2374250",10,"60878"
"182670","1","14",10,"132",10,"10169200",30,""
"182670","1","15",10,"394",10,"34747550",30,""
"182795","1","1",10,"23",10,"1329074",10,"57786"
"182795","1","2",10,"14",10,"643794",10,"45985"
"182795","1","3",10,"9",10,"338258",10,"37584"
"182795","1","4",10,"1",40,"",40,""
"182795","1","7",10,"47",40,"",30,""
"182795","1","8",10,"7",10,"372593",10,"53228"
"182795","1","9",10,"4",10,"170734",10,"42684"
"182795","1","10",10,"7",10,"266989",10,"38141"
"182795","1","14",10,"18",10,"810316",30,""
"182795","1","15",10,"65",40,"",30,""
"182810","2","2",10,"4",10,"180068",10,"45017"
"182810","2","3",10,"1",40,"",40,""
"182810","2","7",10,"5",40,"",30,""
"182810","2","8",10,"1",40,"",40,""
"182810","2","9",10,"1",40,"",40,""
"182810","2","10",10,"1",40,"",40,""
"182810","2","14",10,"3",10,"116857",30,""
"182810","2","15",10,"8",40,"",30,""
"182829","1","1",10,"10",10,"945687",10,"94569"
"182829","1","5",10,"1",40,"",40,""
"182829","1","7",10,"11",40,"",30,""
"182829","1","8",10,"5",10,"453974",10,"90795"
"182829","1","12",10,"3",40,"",40,""
"182829","1","14",10,"8",40,"",30,""
"182829","1","15",10,"19",40,"",30,""
"182829","2","1",10,"3",10,"285121",10,"95040"
"182829","2","5",10,"1",40,"",40,""
"182829","2","7",10,"4",40,"",30,""
"182829","2","15",10,"4",40,"",30,""
"182865","1","1",10,"1",40,"",40,""
"182865","1","2",10,"7",10,"223345",10,"31906"
"182865","1","7",10,"8",40,"",30,""
"182865","1","8",10,"3",40,"",40,""
"182865","1","9",10,"10",10,"360489",10,"36049"
"182865","1","10",10,"7",10,"172877",10,"24697"
"182865","1","14",10,"20",40,"",30,""
"182865","1","15",10,"28",40,"",30,""
"182908","1","5",10,"3",10,"51000",10,"17000"
"182908","1","7",10,"3",10,"51000",30,""
"182908","1","13",10,"1",40,"",40,""
"182908","1","14",10,"1",40,"",30,""
"182908","1","15",10,"4",40,"",30,""
"182908","2","6",10,"2",40,"",40,""
"182908","2","7",10,"2",40,"",30,""
"182908","2","13",10,"1",40,"",40,""
"182908","2","14",10,"1",40,"",30,""
"182908","2","15",10,"3",10,"69000",30,""
"182917","2","6",10,"8",10,"247800",10,"30975"
"182917","2","7",10,"8",10,"247800",30,""
"182917","2","15",10,"8",10,"247800",30,""
"182944","2","1",10,"2",40,"",40,""
"182944","2","2",10,"2",40,"",40,""
"182944","2","3",10,"1",40,"",40,""
"182944","2","4",10,"19",10,"709536",10,"37344"
"182944","2","7",10,"24",10,"914864",30,""
"182944","2","8",10,"1",40,"",40,""
"182944","2","9",10,"1",40,"",40,""
"182944","2","10",10,"2",40,"",40,""
"182944","2","11",10,"8",10,"283120",10,"35390"
"182944","2","14",10,"12",10,"437500",30,""
"182944","2","15",10,"36",10,"1352364",30,""
"182980","1","1",10,"8",10,"397499",10,"49687"
"182980","1","2",10,"8",10,"321489",10,"40186"
"182980","1","3",10,"11",10,"379213",10,"34474"
"182980","1","4",10,"1",40,"",40,""
"182980","1","7",10,"28",40,"",30,""
"182980","1","8",10,"6",10,"266489",10,"44415"
"182980","1","9",10,"6",10,"238837",10,"39806"
"182980","1","10",10,"11",10,"360720",10,"32793"
"182980","1","11",10,"1",40,"",40,""
"182980","1","14",10,"24",40,"",30,""
"182980","1","15",10,"52",40,"",30,""
"183026","1","1",10,"33",10,"2405087",10,"72881"
"183026","1","2",10,"19",10,"1107546",10,"58292"
"183026","1","3",10,"14",10,"694147",10,"49582"
"183026","1","7",10,"66",10,"4206780",30,""
"183026","1","8",10,"9",10,"673190",10,"74799"
"183026","1","9",10,"10",10,"504259",10,"50426"
"183026","1","10",10,"12",10,"521752",10,"43479"
"183026","1","14",10,"31",10,"1699201",30,""
"183026","1","15",10,"97",10,"5905981",30,""
"183026","2","2",10,"1",40,"",40,""
"183026","2","3",10,"1",40,"",40,""
"183026","2","7",10,"2",40,"",30,""
"183026","2","9",10,"3",10,"151362",10,"50454"
"183026","2","14",10,"3",10,"151362",30,""
"183026","2","15",10,"5",40,"",30,""
"183044","1","1",10,"177",10,"15110720",10,"85371"
"183044","1","2",10,"137",10,"8627930",10,"62978"
"183044","1","3",10,"72",10,"3631360",10,"50436"
"183044","1","4",10,"2",40,"",40,""
"183044","1","7",10,"388",40,"",30,""
"183044","1","8",10,"37",10,"2750580",10,"74340"
"183044","1","9",10,"95",10,"5645970",10,"59431"
"183044","1","10",10,"63",10,"3068650",10,"48709"
"183044","1","11",10,"4",10,"193140",10,"48285"
"183044","1","14",10,"199",10,"11658340",30,""
"183044","1","15",10,"587",40,"",30,""
"183044","2","1",10,"12",10,"1077860",10,"89822"
"183044","2","2",10,"4",10,"309630",10,"77408"
"183044","2","3",10,"1",40,"",40,""
"183044","2","7",10,"17",40,"",30,""
"183044","2","9",10,"1",40,"",40,""
"183044","2","14",10,"1",40,"",30,""
"183044","2","15",10,"18",40,"",30,""
"183062","1","1",10,"40",10,"2622750",10,"65569"
"183062","1","2",10,"31",10,"1637180",10,"52812"
"183062","1","3",10,"23",10,"990370",10,"43060"
"183062","1","4",10,"6",10,"232630",10,"38772"
"183062","1","6",10,"2",40,"",40,""
"183062","1","7",10,"102",40,"",30,""
"183062","1","8",10,"21",10,"1377790",10,"65609"
"183062","1","9",10,"20",10,"1017500",10,"50875"
"183062","1","10",10,"28",10,"1208460",10,"43159"
"183062","1","11",10,"17",10,"656070",10,"38592"
"183062","1","13",10,"1",40,"",40,""
"183062","1","14",10,"87",40,"",30,""
"183062","1","15",10,"189",10,"9853220",30,""
"183062","2","2",10,"2",40,"",40,""
"183062","2","7",10,"2",40,"",30,""
"183062","2","9",10,"2",40,"",40,""
"183062","2","10",10,"3",10,"126170",10,"42057"
"183062","2","14",10,"5",40,"",30,""
"183062","2","15",10,"7",10,"352490",30,""
"183080","1","1",10,"53",10,"3683220",10,"69495"
"183080","1","2",10,"36",10,"1903700",10,"52881"
"183080","1","3",10,"15",10,"658070",10,"43871"
"183080","1","5",10,"1",40,"",40,""
"183080","1","6",10,"1",40,"",40,""
"183080","1","7",10,"106",40,"",30,""
"183080","1","8",10,"18",10,"1108810",10,"61601"
"183080","1","9",10,"18",10,"901990",10,"50111"
"183080","1","10",10,"16",10,"665050",10,"41566"
"183080","1","11",10,"1",40,"",40,""
"183080","1","12",10,"6",10,"215600",10,"35933"
"183080","1","13",10,"1",40,"",40,""
"183080","1","14",10,"60",40,"",30,""
"183080","1","15",10,"166",10,"9313370",30,""
"183099","1","1",10,"30",10,"1263636",10,"42121"
"183099","1","2",10,"7",10,"254381",10,"36340"
"183099","1","3",10,"2",40,"",40,""
"183099","1","7",10,"39",40,"",30,""
"183099","1","8",10,"29",10,"1217183",10,"41972"
"183099","1","9",10,"6",10,"213139",10,"35523"
"183099","1","10",10,"1",40,"",40,""
"183099","1","14",10,"36",40,"",30,""
"183099","1","15",10,"75",10,"3049829",30,""
"183099","2","1",10,"6",10,"320386",10,"53398"
"183099","2","2",10,"1",40,"",40,""
"183099","2","7",10,"7",40,"",30,""
"183099","2","8",10,"11",10,"564668",10,"51333"
"183099","2","9",10,"1",40,"",40,""
"183099","2","10",10,"2",40,"",40,""
"183099","2","14",10,"14",10,"693669",30,""
"183099","2","15",10,"21",40,"",30,""
"183105","1","1",10,"20",10,"815887",10,"40794"
"183105","1","2",10,"6",10,"220650",10,"36775"
"183105","1","3",10,"4",10,"132407",10,"33102"
"183105","1","4",10,"4",10,"121887",10,"30472"
"183105","1","7",10,"34",10,"1290831",30,""
"183105","1","8",10,"12",10,"493435",10,"41120"
"183105","1","9",10,"6",10,"213239",10,"35540"
"183105","1","11",10,"1",40,"",40,""
"183105","1","14",10,"19",40,"",30,""
"183105","1","15",10,"53",40,"",30,""
"183105","2","1",10,"7",10,"360390",10,"51484"
"183105","2","2",10,"2",40,"",40,""
"183105","2","3",10,"2",40,"",40,""
"183105","2","4",10,"2",40,"",40,""
"183105","2","7",10,"13",10,"600159",30,""
"183105","2","8",10,"3",10,"149570",10,"49857"
"183105","2","9",10,"1",40,"",40,""
"183105","2","10",10,"1",40,"",40,""
"183105","2","14",10,"5",40,"",30,""
"183105","2","15",10,"18",40,"",30,""
"183132","1","1",10,"18",10,"751712",10,"41762"
"183132","1","2",10,"11",10,"386758",10,"35160"
"183132","1","3",10,"1",40,"",40,""
"183132","1","4",10,"2",40,"",40,""
"183132","1","7",10,"32",10,"1227226",30,""
"183132","1","8",10,"24",10,"988098",10,"41171"
"183132","1","9",10,"12",10,"431042",10,"35920"
"183132","1","10",10,"6",10,"195860",10,"32643"
"183132","1","14",10,"42",10,"1615000",30,""
"183132","1","15",10,"74",10,"2842226",30,""
"183132","2","1",10,"2",40,"",40,""
"183132","2","2",10,"1",40,"",40,""
"183132","2","7",10,"3",10,"149520",30,""
"183132","2","8",10,"4",10,"208596",10,"52149"
"183132","2","9",10,"1",40,"",40,""
"183132","2","14",10,"5",40,"",30,""
"183132","2","15",10,"8",40,"",30,""
"183141","1","1",10,"13",10,"540894",10,"41607"
"183141","1","2",10,"4",10,"145562",10,"36390"
"183141","1","3",10,"5",10,"164697",10,"32939"
"183141","1","4",10,"1",40,"",40,""
"183141","1","7",10,"23",40,"",30,""
"183141","1","8",10,"17",10,"979249",10,"57603"
"183141","1","9",10,"11",10,"392745",10,"35704"
"183141","1","10",10,"5",10,"167610",10,"33522"
"183141","1","14",10,"33",10,"1539604",30,""
"183141","1","15",10,"56",40,"",30,""
"183141","2","1",10,"6",10,"311954",10,"51992"
"183141","2","7",10,"6",10,"311954",30,""
"183141","2","8",10,"5",10,"254234",10,"50847"
"183141","2","9",10,"1",40,"",40,""
"183141","2","14",10,"6",40,"",30,""
"183141","2","15",10,"12",40,"",30,""
"183169","1","1",10,"2",40,"",40,""
"183169","1","2",10,"4",10,"35605",10,"8901"
"183169","1","3",10,"8",10,"34737",10,"4342"
"183169","1","7",10,"14",40,"",30,""
"183169","1","8",10,"3",10,"35193",10,"11731"
"183169","1","9",10,"7",10,"40317",10,"5760"
"183169","1","10",10,"11",10,"31199",10,"2836"
"183169","1","11",10,"1",40,"",40,""
"183169","1","13",10,"1",40,"",40,""
"183169","1","14",10,"23",40,"",30,""
"183169","1","15",10,"37",10,"272867",30,""
"183169","2","2",10,"2",40,"",40,""
"183169","2","3",10,"1",40,"",40,""
"183169","2","4",10,"2",40,"",40,""
"183169","2","7",10,"5",10,"149415",30,""
"183169","2","9",10,"1",40,"",40,""
"183169","2","10",10,"1",40,"",40,""
"183169","2","11",10,"2",40,"",40,""
"183169","2","14",10,"4",10,"166720",30,""
"183169","2","15",10,"9",10,"316135",30,""
"183211","1","1",10,"13",10,"663113",10,"51009"
"183211","1","2",10,"12",10,"521121",10,"43427"
"183211","1","3",10,"6",10,"258848",10,"43141"
"183211","1","4",10,"1",40,"",40,""
"183211","1","7",10,"32",40,"",30,""
"183211","1","8",10,"6",10,"294099",10,"49016"
"183211","1","9",10,"10",10,"467627",10,"46763"
"183211","1","10",10,"9",10,"360191",10,"40021"
"183211","1","11",10,"2",40,"",40,""
"183211","1","14",10,"27",40,"",30,""
"183211","1","15",10,"59",10,"2688707",30,""
"183211","2","1",10,"1",40,"",40,""
"183211","2","2",10,"2",40,"",40,""
"183211","2","3",10,"1",40,"",40,""
"183211","2","7",10,"4",10,"228723",30,""
"183211","2","8",10,"1",40,"",40,""
"183211","2","9",10,"2",40,"",40,""
"183211","2","10",10,"5",10,"240763",10,"48153"
"183211","2","11",10,"3",10,"141273",10,"47091"
"183211","2","14",10,"11",10,"540304",30,""
"183211","2","15",10,"15",10,"769027",30,""
"183239","1","1",10,"20",10,"1265034",10,"63252"
"183239","1","2",10,"31",10,"1659857",10,"53544"
"183239","1","3",10,"19",10,"819204",10,"43116"
"183239","1","6",10,"1",40,"",40,""
"183239","1","7",10,"71",40,"",30,""
"183239","1","8",10,"9",10,"563988",10,"62665"
"183239","1","9",10,"15",10,"764919",10,"50995"
"183239","1","10",10,"18",10,"792736",10,"44041"
"183239","1","11",10,"6",10,"208925",10,"34821"
"183239","1","13",10,"1",40,"",40,""
"183239","1","14",10,"49",40,"",30,""
"183239","1","15",10,"120",40,"",30,""
"183275","2","1",10,"1",40,"",40,""
"183275","2","2",10,"1",40,"",40,""
"183275","2","3",10,"1",40,"",40,""
"183275","2","4",10,"1",40,"",40,""
"183275","2","7",10,"4",10,"192841",30,""
"183275","2","8",10,"1",40,"",40,""
"183275","2","14",10,"1",40,"",30,""
"183275","2","15",10,"5",40,"",30,""
"183345","1","6",10,"5",10,"150800",10,"30160"
"183345","1","7",10,"5",10,"150800",30,""
"183345","1","13",10,"3",10,"95720",10,"31907"
"183345","1","14",10,"3",10,"95720",30,""
"183345","1","15",10,"8",10,"246520",30,""
"183655","1","1",10,"8",10,"569481",10,"71185"
"183655","1","2",10,"7",10,"474218",10,"67745"
"183655","1","3",10,"19",10,"909769",10,"47883"
"183655","1","4",10,"1",40,"",40,""
"183655","1","7",10,"35",40,"",30,""
"183655","1","8",10,"7",10,"456069",10,"65153"
"183655","1","9",10,"2",40,"",40,""
"183655","1","10",10,"25",10,"1043200",10,"41728"
"183655","1","11",10,"2",40,"",40,""
"183655","1","14",10,"36",10,"1678393",30,""
"183655","1","15",10,"71",40,"",30,""
"183743","1","1",10,"43",10,"3811740",10,"88645"
"183743","1","2",10,"33",10,"2317222",10,"70219"
"183743","1","3",10,"15",10,"711206",10,"47414"
"183743","1","4",10,"10",10,"393720",10,"39372"
"183743","1","6",10,"1",40,"",40,""
"183743","1","7",10,"102",40,"",30,""
"183743","1","8",10,"20",10,"1590800",10,"79540"
"183743","1","9",10,"31",10,"2008830",10,"64801"
"183743","1","10",10,"35",10,"1717105",10,"49060"
"183743","1","11",10,"9",10,"355408",10,"39490"
"183743","1","13",10,"2",40,"",40,""
"183743","1","14",10,"97",40,"",30,""
"183743","1","15",10,"199",10,"12987031",30,""
"183743","3","5",10,"22",10,"379716",10,"17260"
"183743","3","7",10,"22",10,"379716",30,""
"183743","3","12",10,"20",40,"",40,""
"183743","3","14",10,"20",40,"",30,""
"183743","3","15",10,"42",40,"",30,""
"183789","1","6",10,"6",10,"241800",10,"40300"
"183789","1","7",10,"6",10,"241800",30,""
"183789","1","13",10,"7",10,"210700",10,"30100"
"183789","1","14",10,"7",10,"210700",30,""
"183789","1","15",10,"13",10,"452500",30,""
"183789","2","6",10,"17",10,"860500",10,"50618"
"183789","2","7",10,"17",10,"860500",30,""
"183789","2","13",10,"29",10,"1212200",10,"41800"
"183789","2","14",10,"29",10,"1212200",30,""
"183789","2","15",10,"46",10,"2072700",30,""
"183804","2","1",10,"6",10,"495017",10,"82503"
"183804","2","2",10,"2",40,"",40,""
"183804","2","3",10,"4",10,"146912",10,"36728"
"183804","2","4",10,"6",10,"178424",10,"29737"
"183804","2","5",10,"4",10,"68255",10,"17064"
"183804","2","6",10,"3",10,"156275",10,"52092"
"183804","2","7",10,"25",40,"",30,""
"183804","2","15",10,"25",40,"",30,""
"183822","1","1",10,"12",10,"781170",10,"65098"
"183822","1","2",10,"6",10,"326992",10,"54499"
"183822","1","3",10,"5",10,"226147",10,"45229"
"183822","1","4",10,"1",40,"",40,""
"183822","1","7",10,"24",40,"",30,""
"183822","1","8",10,"7",10,"458777",10,"65540"
"183822","1","9",10,"13",10,"694764",10,"53443"
"183822","1","10",10,"13",10,"590479",10,"45421"
"183822","1","11",10,"3",10,"117971",10,"39324"
"183822","1","14",10,"36",10,"1861991",30,""
"183822","1","15",10,"60",40,"",30,""
"183859","1","1",10,"46",10,"3808129",10,"82785"
"183859","1","2",10,"16",10,"1029943",10,"64371"
"183859","1","3",10,"14",10,"694181",10,"49584"
"183859","1","4",10,"31",10,"1163643",10,"37537"
"183859","1","7",10,"107",10,"6695896",30,""
"183859","1","8",10,"37",10,"2693450",10,"72796"
"183859","1","9",10,"23",10,"1286501",10,"55935"
"183859","1","10",10,"27",10,"1312974",10,"48629"
"183859","1","11",10,"24",10,"939590",10,"39150"
"183859","1","14",10,"111",10,"6232515",30,""
"183859","1","15",10,"218",10,"12928411",30,""
"183877","1","1",10,"7",10,"540292",10,"77185"
"183877","1","2",10,"10",10,"711643",10,"71164"
"183877","1","3",10,"2",40,"",40,""
"183877","1","4",10,"2",40,"",40,""
"183877","1","5",10,"15",10,"618688",10,"41246"
"183877","1","7",10,"36",10,"2110429",30,""
"183877","1","8",10,"4",10,"277753",10,"69438"
"183877","1","9",10,"6",10,"364715",10,"60786"
"183877","1","10",10,"2",40,"",40,""
"183877","1","11",10,"3",10,"124358",10,"41453"
"183877","1","12",10,"13",10,"527460",10,"40574"
"183877","1","14",10,"28",40,"",30,""
"183877","1","15",10,"64",40,"",30,""
"183910","1","1",10,"2",40,"",40,""
"183910","1","2",10,"13",10,"602650",10,"46358"
"183910","1","3",10,"14",10,"535590",10,"38256"
"183910","1","6",10,"1",40,"",40,""
"183910","1","7",10,"30",10,"1306375",30,""
"183910","1","8",10,"11",10,"678584",10,"61689"
"183910","1","9",10,"17",10,"799945",10,"47056"
"183910","1","10",10,"12",10,"450385",10,"37532"
"183910","1","11",10,"1",40,"",40,""
"183910","1","13",10,"3",10,"111535",10,"37178"
"183910","1","14",10,"44",40,"",30,""
"183910","1","15",10,"74",40,"",30,""
"183938","1","1",10,"14",10,"1163894",10,"83135"
"183938","1","2",10,"12",10,"790173",10,"65848"
"183938","1","3",10,"32",10,"1759251",10,"54977"
"183938","1","7",10,"58",10,"3713318",30,""
"183938","1","8",10,"2",40,"",40,""
"183938","1","9",10,"13",10,"765678",10,"58898"
"183938","1","10",10,"43",10,"1907420",10,"44359"
"183938","1","11",10,"1",40,"",40,""
"183938","1","14",10,"59",10,"2858770",30,""
"183938","1","15",10,"117",10,"6572088",30,""
"183938","2","3",10,"1",40,"",40,""
"183938","2","7",10,"1",40,"",30,""
"183938","2","8",10,"1",40,"",40,""
"183938","2","10",10,"1",40,"",40,""
"183938","2","14",10,"2",40,"",30,""
"183938","2","15",10,"3",10,"165445",30,""
"183974","1","1",10,"1",40,"",40,""
"183974","1","2",10,"6",10,"278800",10,"46467"
"183974","1","3",10,"11",10,"426500",10,"38773"
"183974","1","4",10,"3",10,"100000",10,"33333"
"183974","1","5",10,"1",40,"",40,""
"183974","1","7",10,"22",40,"",30,""
"183974","1","8",10,"3",10,"155000",10,"51667"
"183974","1","9",10,"5",10,"211600",10,"42320"
"183974","1","10",10,"11",10,"437771",10,"39797"
"183974","1","11",10,"6",10,"195400",10,"32567"
"183974","1","14",10,"25",10,"999771",30,""
"183974","1","15",10,"47",40,"",30,""
"184180","1","1",10,"45",10,"3549630",10,"78881"
"184180","1","2",10,"31",10,"2143347",10,"69140"
"184180","1","3",10,"12",10,"663538",10,"55295"
"184180","1","4",10,"4",10,"156840",10,"39210"
"184180","1","7",10,"92",10,"6513355",30,""
"184180","1","8",10,"34",10,"2446090",10,"71944"
"184180","1","9",10,"27",10,"1565486",10,"57981"
"184180","1","10",10,"12",10,"573115",10,"47760"
"184180","1","11",10,"9",10,"361015",10,"40113"
"184180","1","14",10,"82",10,"4945706",30,""
"184180","1","15",10,"174",10,"11459061",30,""
"184205","1","2",10,"13",10,"817255",10,"62866"
"184205","1","3",10,"8",10,"333627",10,"41703"
"184205","1","7",10,"21",10,"1150882",30,""
"184205","1","8",10,"1",40,"",40,""
"184205","1","9",10,"6",10,"329449",10,"54908"
"184205","1","10",10,"11",10,"428580",10,"38962"
"184205","1","14",10,"18",40,"",30,""
"184205","1","15",10,"39",40,"",30,""
"184205","2","13",10,"1",40,"",40,""
"184205","2","14",10,"1",40,"",30,""
"184205","2","15",10,"1",40,"",30,""
"184269","2","1",10,"22",10,"1495062",10,"67957"
"184269","2","2",10,"16",10,"876224",10,"54764"
"184269","2","3",10,"13",10,"637962",10,"49074"
"184269","2","7",10,"51",10,"3009248",30,""
"184269","2","8",10,"8",10,"494453",10,"61807"
"184269","2","9",10,"2",40,"",40,""
"184269","2","10",10,"5",10,"228511",10,"45702"
"184269","2","14",10,"15",40,"",30,""
"184269","2","15",10,"66",40,"",30,""
"184348","1","1",10,"50",10,"4127621",10,"82552"
"184348","1","2",10,"13",10,"773923",10,"59533"
"184348","1","3",10,"19",10,"896618",10,"47190"
"184348","1","4",10,"1",40,"",40,""
"184348","1","7",10,"83",40,"",30,""
"184348","1","8",10,"23",10,"1789348",10,"77798"
"184348","1","9",10,"18",10,"1070187",10,"59455"
"184348","1","10",10,"19",10,"877963",10,"46209"
"184348","1","11",10,"3",10,"152816",10,"50939"
"184348","1","14",10,"63",10,"3890314",30,""
"184348","1","15",10,"146",40,"",30,""
"184481","2","1",10,"32",10,"3132696",10,"97897"
"184481","2","2",10,"23",10,"1960683",10,"85247"
"184481","2","3",10,"20",10,"1336735",10,"66837"
"184481","2","4",10,"10",10,"433620",10,"43362"
"184481","2","5",10,"6",10,"270820",10,"45137"
"184481","2","7",10,"91",10,"7134554",30,""
"184481","2","8",10,"8",10,"729436",10,"91180"
"184481","2","9",10,"6",10,"477885",10,"79648"
"184481","2","10",10,"23",10,"1357307",10,"59013"
"184481","2","11",10,"21",10,"860654",10,"40984"
"184481","2","12",10,"5",10,"152276",10,"30455"
"184481","2","14",10,"63",10,"3577558",30,""
"184481","2","15",10,"154",10,"10712112",30,""
"184603","1","1",10,"62",10,"4221423",10,"68087"
"184603","1","2",10,"35",10,"2138380",10,"61097"
"184603","1","3",10,"41",10,"2232559",10,"54453"
"184603","1","5",10,"13",10,"582673",10,"44821"
"184603","1","7",10,"151",10,"9175035",30,""
"184603","1","8",10,"21",10,"1480318",10,"70491"
"184603","1","9",10,"16",10,"861138",10,"53821"
"184603","1","10",10,"24",10,"1138496",10,"47437"
"184603","1","11",10,"3",10,"135000",10,"45000"
"184603","1","12",10,"20",10,"803637",10,"40182"
"184603","1","14",10,"84",10,"4418589",30,""
"184603","1","15",10,"235",10,"13593624",30,""
"184603","2","1",10,"14",10,"1176920",10,"84066"
"184603","2","2",10,"9",10,"739609",10,"82179"
"184603","2","3",10,"3",10,"188391",10,"62797"
"184603","2","5",10,"2",40,"",40,""
"184603","2","7",10,"28",40,"",30,""
"184603","2","8",10,"4",10,"332017",10,"83004"
"184603","2","9",10,"3",10,"225139",10,"75046"
"184603","2","10",10,"3",10,"187099",10,"62366"
"184603","2","12",10,"2",40,"",40,""
"184603","2","14",10,"12",40,"",30,""
"184603","2","15",10,"40",10,"3082851",30,""
"184612","1","1",10,"2",40,"",40,""
"184612","1","2",10,"7",10,"354160",10,"50594"
"184612","1","3",10,"14",10,"631460",10,"45104"
"184612","1","4",10,"4",10,"151000",10,"37750"
"184612","1","7",10,"27",40,"",30,""
"184612","1","8",10,"3",10,"189100",10,"63033"
"184612","1","9",10,"7",10,"324436",10,"46348"
"184612","1","10",10,"16",10,"707667",10,"44229"
"184612","1","11",10,"15",10,"615582",10,"41039"
"184612","1","14",10,"41",10,"1836785",30,""
"184612","1","15",10,"68",40,"",30,""
"184773","1","1",10,"10",10,"609746",10,"60975"
"184773","1","2",10,"6",10,"313329",10,"52222"
"184773","1","3",10,"17",10,"738861",10,"43462"
"184773","1","7",10,"33",10,"1661936",30,""
"184773","1","8",10,"17",10,"1048919",10,"61701"
"184773","1","9",10,"12",10,"579460",10,"48288"
"184773","1","10",10,"21",10,"910432",10,"43354"
"184773","1","11",10,"1",40,"",40,""
"184773","1","14",10,"51",40,"",30,""
"184773","1","15",10,"84",40,"",30,""
"184782","1","1",10,"67",10,"5712858",10,"85267"
"184782","1","2",10,"62",10,"4062216",10,"65520"
"184782","1","3",10,"95",10,"4986502",10,"52489"
"184782","1","4",10,"6",10,"232931",10,"38822"
"184782","1","7",10,"230",10,"14994507",30,""
"184782","1","8",10,"28",10,"2268506",10,"81018"
"184782","1","9",10,"48",10,"3003201",10,"62567"
"184782","1","10",10,"73",10,"3759963",10,"51506"
"184782","1","11",10,"6",10,"240844",10,"40141"
"184782","1","14",10,"155",10,"9272514",30,""
"184782","1","15",10,"385",10,"24267021",30,""
"184791","1","1",10,"12",10,"965418",10,"80452"
"184791","1","2",10,"7",10,"534779",10,"76397"
"184791","1","3",10,"16",10,"1169241",10,"73078"
"184791","1","4",10,"5",10,"306702",10,"61340"
"184791","1","7",10,"40",10,"2976140",30,""
"184791","1","8",10,"3",10,"231761",10,"77254"
"184791","1","9",10,"3",10,"213768",10,"71256"
